id,category
NEWS_06766,4
NEWS_06767,2
NEWS_06768,1
NEWS_06769,4
NEWS_06770,3
NEWS_06771,4
NEWS_06772,4
NEWS_06773,1
NEWS_06774,4
NEWS_06775,5
NEWS_06776,1
NEWS_06777,3
NEWS_06778,4
NEWS_06779,5
NEWS_06780,2
NEWS_06781,4
NEWS_06782,5
NEWS_06783,1
NEWS_06784,5
NEWS_06785,0
NEWS_06786,4
NEWS_06787,3
NEWS_06788,1
NEWS_06789,4
NEWS_06790,5
NEWS_06791,1
NEWS_06792,4
NEWS_06793,1
NEWS_06794,2
NEWS_06795,4
NEWS_06796,1
NEWS_06797,4
NEWS_06798,4
NEWS_06799,1
NEWS_06800,5
NEWS_06801,2
NEWS_06802,1
NEWS_06803,3
NEWS_06804,1
NEWS_06805,2
NEWS_06806,1
NEWS_06807,4
NEWS_06808,3
NEWS_06809,5
NEWS_06810,1
NEWS_06811,4
NEWS_06812,4
NEWS_06813,0
NEWS_06814,1
NEWS_06815,5
NEWS_06816,1
NEWS_06817,5
NEWS_06818,4
NEWS_06819,3
NEWS_06820,4
NEWS_06821,2
NEWS_06822,2
NEWS_06823,4
NEWS_06824,2
NEWS_06825,1
NEWS_06826,2
NEWS_06827,1
NEWS_06828,3
NEWS_06829,4
NEWS_06830,0
NEWS_06831,5
NEWS_06832,5
NEWS_06833,4
NEWS_06834,4
NEWS_06835,4
NEWS_06836,4
NEWS_06837,1
NEWS_06838,5
NEWS_06839,5
NEWS_06840,2
NEWS_06841,5
NEWS_06842,4
NEWS_06843,4
NEWS_06844,4
NEWS_06845,4
NEWS_06846,1
NEWS_06847,4
NEWS_06848,0
NEWS_06849,5
NEWS_06850,1
NEWS_06851,5
NEWS_06852,3
NEWS_06853,1
NEWS_06854,2
NEWS_06855,5
NEWS_06856,2
NEWS_06857,1
NEWS_06858,4
NEWS_06859,5
NEWS_06860,1
NEWS_06861,1
NEWS_06862,1
NEWS_06863,3
NEWS_06864,4
NEWS_06865,4
NEWS_06866,5
NEWS_06867,1
NEWS_06868,1
NEWS_06869,5
NEWS_06870,4
NEWS_06871,4
NEWS_06872,1
NEWS_06873,0
NEWS_06874,1
NEWS_06875,3
NEWS_06876,1
NEWS_06877,3
NEWS_06878,4
NEWS_06879,5
NEWS_06880,5
NEWS_06881,2
NEWS_06882,5
NEWS_06883,5
NEWS_06884,0
NEWS_06885,5
NEWS_06886,2
NEWS_06887,4
NEWS_06888,3
NEWS_06889,1
NEWS_06890,4
NEWS_06891,3
NEWS_06892,3
NEWS_06893,2
NEWS_06894,3
NEWS_06895,2
NEWS_06896,1
NEWS_06897,3
NEWS_06898,4
NEWS_06899,2
NEWS_06900,2
NEWS_06901,1
NEWS_06902,1
NEWS_06903,1
NEWS_06904,1
NEWS_06905,0
NEWS_06906,2
NEWS_06907,1
NEWS_06908,1
NEWS_06909,5
NEWS_06910,4
NEWS_06911,4
NEWS_06912,0
NEWS_06913,1
NEWS_06914,0
NEWS_06915,2
NEWS_06916,2
NEWS_06917,1
NEWS_06918,2
NEWS_06919,1
NEWS_06920,4
NEWS_06921,1
NEWS_06922,3
NEWS_06923,3
NEWS_06924,3
NEWS_06925,3
NEWS_06926,1
NEWS_06927,3
NEWS_06928,3
NEWS_06929,4
NEWS_06930,4
NEWS_06931,5
NEWS_06932,3
NEWS_06933,3
NEWS_06934,4
NEWS_06935,4
NEWS_06936,5
NEWS_06937,2
NEWS_06938,3
NEWS_06939,2
NEWS_06940,1
NEWS_06941,2
NEWS_06942,4
NEWS_06943,0
NEWS_06944,2
NEWS_06945,3
NEWS_06946,1
NEWS_06947,3
NEWS_06948,5
NEWS_06949,2
NEWS_06950,0
NEWS_06951,3
NEWS_06952,5
NEWS_06953,4
NEWS_06954,4
NEWS_06955,4
NEWS_06956,5
NEWS_06957,3
NEWS_06958,2
NEWS_06959,3
NEWS_06960,4
NEWS_06961,2
NEWS_06962,1
NEWS_06963,2
NEWS_06964,3
NEWS_06965,2
NEWS_06966,2
NEWS_06967,2
NEWS_06968,4
NEWS_06969,2
NEWS_06970,3
NEWS_06971,5
NEWS_06972,4
NEWS_06973,3
NEWS_06974,3
NEWS_06975,3
NEWS_06976,4
NEWS_06977,2
NEWS_06978,2
NEWS_06979,1
NEWS_06980,2
NEWS_06981,4
NEWS_06982,4
NEWS_06983,1
NEWS_06984,1
NEWS_06985,3
NEWS_06986,5
NEWS_06987,4
NEWS_06988,5
NEWS_06989,4
NEWS_06990,4
NEWS_06991,3
NEWS_06992,5
NEWS_06993,3
NEWS_06994,2
NEWS_06995,5
NEWS_06996,0
NEWS_06997,3
NEWS_06998,1
NEWS_06999,5
NEWS_07000,3
NEWS_07001,0
NEWS_07002,5
NEWS_07003,0
NEWS_07004,4
NEWS_07005,1
NEWS_07006,5
NEWS_07007,0
NEWS_07008,4
NEWS_07009,1
NEWS_07010,3
NEWS_07011,2
NEWS_07012,4
NEWS_07013,1
NEWS_07014,1
NEWS_07015,4
NEWS_07016,1
NEWS_07017,2
NEWS_07018,4
NEWS_07019,5
NEWS_07020,3
NEWS_07021,5
NEWS_07022,4
NEWS_07023,5
NEWS_07024,4
NEWS_07025,1
NEWS_07026,4
NEWS_07027,2
NEWS_07028,1
NEWS_07029,3
NEWS_07030,1
NEWS_07031,5
NEWS_07032,1
NEWS_07033,1
NEWS_07034,4
NEWS_07035,2
NEWS_07036,5
NEWS_07037,2
NEWS_07038,4
NEWS_07039,1
NEWS_07040,3
NEWS_07041,2
NEWS_07042,1
NEWS_07043,3
NEWS_07044,1
NEWS_07045,4
NEWS_07046,1
NEWS_07047,3
NEWS_07048,5
NEWS_07049,1
NEWS_07050,4
NEWS_07051,3
NEWS_07052,4
NEWS_07053,5
NEWS_07054,3
NEWS_07055,4
NEWS_07056,2
NEWS_07057,1
NEWS_07058,5
NEWS_07059,3
NEWS_07060,4
NEWS_07061,1
NEWS_07062,1
NEWS_07063,1
NEWS_07064,3
NEWS_07065,4
NEWS_07066,2
NEWS_07067,4
NEWS_07068,5
NEWS_07069,3
NEWS_07070,5
NEWS_07071,5
NEWS_07072,4
NEWS_07073,3
NEWS_07074,4
NEWS_07075,5
NEWS_07076,1
NEWS_07077,4
NEWS_07078,0
NEWS_07079,4
NEWS_07080,2
NEWS_07081,4
NEWS_07082,1
NEWS_07083,4
NEWS_07084,1
NEWS_07085,3
NEWS_07086,4
NEWS_07087,5
NEWS_07088,3
NEWS_07089,2
NEWS_07090,2
NEWS_07091,5
NEWS_07092,1
NEWS_07093,0
NEWS_07094,1
NEWS_07095,4
NEWS_07096,4
NEWS_07097,4
NEWS_07098,3
NEWS_07099,1
NEWS_07100,3
NEWS_07101,3
NEWS_07102,0
NEWS_07103,0
NEWS_07104,4
NEWS_07105,3
NEWS_07106,1
NEWS_07107,3
NEWS_07108,0
NEWS_07109,2
NEWS_07110,2
NEWS_07111,5
NEWS_07112,3
NEWS_07113,5
NEWS_07114,1
NEWS_07115,1
NEWS_07116,4
NEWS_07117,2
NEWS_07118,4
NEWS_07119,1
NEWS_07120,1
NEWS_07121,2
NEWS_07122,2
NEWS_07123,4
NEWS_07124,1
NEWS_07125,5
NEWS_07126,1
NEWS_07127,1
NEWS_07128,0
NEWS_07129,2
NEWS_07130,3
NEWS_07131,3
NEWS_07132,1
NEWS_07133,2
NEWS_07134,2
NEWS_07135,5
NEWS_07136,1
NEWS_07137,3
NEWS_07138,0
NEWS_07139,1
NEWS_07140,0
NEWS_07141,2
NEWS_07142,2
NEWS_07143,4
NEWS_07144,4
NEWS_07145,1
NEWS_07146,5
NEWS_07147,1
NEWS_07148,0
NEWS_07149,4
NEWS_07150,3
NEWS_07151,1
NEWS_07152,1
NEWS_07153,1
NEWS_07154,0
NEWS_07155,4
NEWS_07156,1
NEWS_07157,4
NEWS_07158,1
NEWS_07159,4
NEWS_07160,4
NEWS_07161,2
NEWS_07162,5
NEWS_07163,4
NEWS_07164,3
NEWS_07165,0
NEWS_07166,4
NEWS_07167,1
NEWS_07168,2
NEWS_07169,1
NEWS_07170,1
NEWS_07171,1
NEWS_07172,3
NEWS_07173,4
NEWS_07174,3
NEWS_07175,4
NEWS_07176,3
NEWS_07177,1
NEWS_07178,3
NEWS_07179,1
NEWS_07180,1
NEWS_07181,2
NEWS_07182,1
NEWS_07183,4
NEWS_07184,0
NEWS_07185,5
NEWS_07186,2
NEWS_07187,3
NEWS_07188,4
NEWS_07189,4
NEWS_07190,3
NEWS_07191,5
NEWS_07192,3
NEWS_07193,1
NEWS_07194,5
NEWS_07195,4
NEWS_07196,3
NEWS_07197,2
NEWS_07198,5
NEWS_07199,5
NEWS_07200,3
NEWS_07201,1
NEWS_07202,1
NEWS_07203,1
NEWS_07204,4
NEWS_07205,3
NEWS_07206,0
NEWS_07207,0
NEWS_07208,5
NEWS_07209,1
NEWS_07210,3
NEWS_07211,4
NEWS_07212,0
NEWS_07213,4
NEWS_07214,3
NEWS_07215,3
NEWS_07216,4
NEWS_07217,3
NEWS_07218,5
NEWS_07219,0
NEWS_07220,3
NEWS_07221,1
NEWS_07222,3
NEWS_07223,5
NEWS_07224,4
NEWS_07225,3
NEWS_07226,4
NEWS_07227,3
NEWS_07228,4
NEWS_07229,1
NEWS_07230,4
NEWS_07231,4
NEWS_07232,3
NEWS_07233,1
NEWS_07234,0
NEWS_07235,0
NEWS_07236,1
NEWS_07237,3
NEWS_07238,4
NEWS_07239,2
NEWS_07240,3
NEWS_07241,5
NEWS_07242,4
NEWS_07243,5
NEWS_07244,4
NEWS_07245,2
NEWS_07246,4
NEWS_07247,5
NEWS_07248,1
NEWS_07249,4
NEWS_07250,3
NEWS_07251,1
NEWS_07252,3
NEWS_07253,4
NEWS_07254,1
NEWS_07255,1
NEWS_07256,2
NEWS_07257,0
NEWS_07258,1
NEWS_07259,4
NEWS_07260,4
NEWS_07261,5
NEWS_07262,2
NEWS_07263,5
NEWS_07264,4
NEWS_07265,0
NEWS_07266,1
NEWS_07267,1
NEWS_07268,4
NEWS_07269,0
NEWS_07270,4
NEWS_07271,1
NEWS_07272,3
NEWS_07273,5
NEWS_07274,3
NEWS_07275,5
NEWS_07276,4
NEWS_07277,4
NEWS_07278,3
NEWS_07279,2
NEWS_07280,0
NEWS_07281,0
NEWS_07282,2
NEWS_07283,4
NEWS_07284,3
NEWS_07285,4
NEWS_07286,1
NEWS_07287,1
NEWS_07288,4
NEWS_07289,4
NEWS_07290,4
NEWS_07291,3
NEWS_07292,0
NEWS_07293,3
NEWS_07294,2
NEWS_07295,0
NEWS_07296,0
NEWS_07297,5
NEWS_07298,1
NEWS_07299,3
NEWS_07300,3
NEWS_07301,2
NEWS_07302,5
NEWS_07303,5
NEWS_07304,3
NEWS_07305,1
NEWS_07306,1
NEWS_07307,1
NEWS_07308,1
NEWS_07309,1
NEWS_07310,5
NEWS_07311,4
NEWS_07312,5
NEWS_07313,3
NEWS_07314,4
NEWS_07315,1
NEWS_07316,4
NEWS_07317,1
NEWS_07318,5
NEWS_07319,1
NEWS_07320,2
NEWS_07321,1
NEWS_07322,3
NEWS_07323,4
NEWS_07324,3
NEWS_07325,3
NEWS_07326,1
NEWS_07327,1
NEWS_07328,4
NEWS_07329,1
NEWS_07330,5
NEWS_07331,4
NEWS_07332,3
NEWS_07333,0
NEWS_07334,2
NEWS_07335,2
NEWS_07336,1
NEWS_07337,5
NEWS_07338,2
NEWS_07339,3
NEWS_07340,5
NEWS_07341,1
NEWS_07342,5
NEWS_07343,4
NEWS_07344,3
NEWS_07345,4
NEWS_07346,4
NEWS_07347,4
NEWS_07348,2
NEWS_07349,3
NEWS_07350,4
NEWS_07351,0
NEWS_07352,3
NEWS_07353,1
NEWS_07354,2
NEWS_07355,0
NEWS_07356,2
NEWS_07357,2
NEWS_07358,5
NEWS_07359,5
NEWS_07360,2
NEWS_07361,1
NEWS_07362,1
NEWS_07363,0
NEWS_07364,4
NEWS_07365,4
NEWS_07366,4
NEWS_07367,4
NEWS_07368,4
NEWS_07369,2
NEWS_07370,3
NEWS_07371,1
NEWS_07372,4
NEWS_07373,0
NEWS_07374,0
NEWS_07375,2
NEWS_07376,2
NEWS_07377,1
NEWS_07378,4
NEWS_07379,3
NEWS_07380,4
NEWS_07381,2
NEWS_07382,2
NEWS_07383,5
NEWS_07384,5
NEWS_07385,3
NEWS_07386,1
NEWS_07387,1
NEWS_07388,5
NEWS_07389,4
NEWS_07390,2
NEWS_07391,5
NEWS_07392,3
NEWS_07393,4
NEWS_07394,4
NEWS_07395,2
NEWS_07396,1
NEWS_07397,2
NEWS_07398,5
NEWS_07399,4
NEWS_07400,2
NEWS_07401,3
NEWS_07402,2
NEWS_07403,1
NEWS_07404,5
NEWS_07405,2
NEWS_07406,2
NEWS_07407,3
NEWS_07408,4
NEWS_07409,3
NEWS_07410,4
NEWS_07411,4
NEWS_07412,1
NEWS_07413,3
NEWS_07414,2
NEWS_07415,1
NEWS_07416,0
NEWS_07417,4
NEWS_07418,2
NEWS_07419,1
NEWS_07420,2
NEWS_07421,1
NEWS_07422,1
NEWS_07423,1
NEWS_07424,3
NEWS_07425,4
NEWS_07426,5
NEWS_07427,4
NEWS_07428,2
NEWS_07429,0
NEWS_07430,2
NEWS_07431,2
NEWS_07432,0
NEWS_07433,1
NEWS_07434,4
NEWS_07435,3
NEWS_07436,0
NEWS_07437,1
NEWS_07438,4
NEWS_07439,4
NEWS_07440,3
NEWS_07441,4
NEWS_07442,1
NEWS_07443,1
NEWS_07444,2
NEWS_07445,1
NEWS_07446,5
NEWS_07447,1
NEWS_07448,1
NEWS_07449,3
NEWS_07450,0
NEWS_07451,1
NEWS_07452,2
NEWS_07453,5
NEWS_07454,2
NEWS_07455,1
NEWS_07456,1
NEWS_07457,1
NEWS_07458,1
NEWS_07459,4
NEWS_07460,5
NEWS_07461,3
NEWS_07462,4
NEWS_07463,4
NEWS_07464,3
NEWS_07465,4
NEWS_07466,4
NEWS_07467,0
NEWS_07468,1
NEWS_07469,4
NEWS_07470,2
NEWS_07471,0
NEWS_07472,0
NEWS_07473,1
NEWS_07474,3
NEWS_07475,2
NEWS_07476,2
NEWS_07477,4
NEWS_07478,5
NEWS_07479,3
NEWS_07480,1
NEWS_07481,2
NEWS_07482,3
NEWS_07483,3
NEWS_07484,5
NEWS_07485,1
NEWS_07486,4
NEWS_07487,0
NEWS_07488,3
NEWS_07489,3
NEWS_07490,5
NEWS_07491,1
NEWS_07492,5
NEWS_07493,1
NEWS_07494,4
NEWS_07495,5
NEWS_07496,4
NEWS_07497,4
NEWS_07498,3
NEWS_07499,4
NEWS_07500,1
NEWS_07501,2
NEWS_07502,5
NEWS_07503,1
NEWS_07504,2
NEWS_07505,4
NEWS_07506,1
NEWS_07507,4
NEWS_07508,4
NEWS_07509,3
NEWS_07510,4
NEWS_07511,2
NEWS_07512,1
NEWS_07513,1
NEWS_07514,2
NEWS_07515,4
NEWS_07516,0
NEWS_07517,5
NEWS_07518,2
NEWS_07519,3
NEWS_07520,1
NEWS_07521,4
NEWS_07522,2
NEWS_07523,1
NEWS_07524,5
NEWS_07525,5
NEWS_07526,0
NEWS_07527,2
NEWS_07528,3
NEWS_07529,0
NEWS_07530,3
NEWS_07531,1
NEWS_07532,2
NEWS_07533,2
NEWS_07534,2
NEWS_07535,1
NEWS_07536,5
NEWS_07537,5
NEWS_07538,0
NEWS_07539,2
NEWS_07540,1
NEWS_07541,4
NEWS_07542,2
NEWS_07543,1
NEWS_07544,5
NEWS_07545,0
NEWS_07546,3
NEWS_07547,5
NEWS_07548,1
NEWS_07549,0
NEWS_07550,4
NEWS_07551,3
NEWS_07552,4
NEWS_07553,4
NEWS_07554,3
NEWS_07555,4
NEWS_07556,1
NEWS_07557,4
NEWS_07558,3
NEWS_07559,2
NEWS_07560,2
NEWS_07561,1
NEWS_07562,0
NEWS_07563,5
NEWS_07564,4
NEWS_07565,3
NEWS_07566,4
NEWS_07567,2
NEWS_07568,4
NEWS_07569,0
NEWS_07570,5
NEWS_07571,0
NEWS_07572,5
NEWS_07573,3
NEWS_07574,1
NEWS_07575,3
NEWS_07576,1
NEWS_07577,1
NEWS_07578,2
NEWS_07579,1
NEWS_07580,2
NEWS_07581,3
NEWS_07582,3
NEWS_07583,1
NEWS_07584,4
NEWS_07585,5
NEWS_07586,0
NEWS_07587,4
NEWS_07588,3
NEWS_07589,1
NEWS_07590,2
NEWS_07591,4
NEWS_07592,2
NEWS_07593,0
NEWS_07594,3
NEWS_07595,5
NEWS_07596,1
NEWS_07597,3
NEWS_07598,1
NEWS_07599,5
NEWS_07600,1
NEWS_07601,1
NEWS_07602,3
NEWS_07603,4
NEWS_07604,0
NEWS_07605,5
NEWS_07606,2
NEWS_07607,1
NEWS_07608,0
NEWS_07609,5
NEWS_07610,4
NEWS_07611,2
NEWS_07612,5
NEWS_07613,5
NEWS_07614,1
NEWS_07615,2
NEWS_07616,0
NEWS_07617,0
NEWS_07618,2
NEWS_07619,1
NEWS_07620,4
NEWS_07621,4
NEWS_07622,3
NEWS_07623,5
NEWS_07624,3
NEWS_07625,5
NEWS_07626,1
NEWS_07627,2
NEWS_07628,3
NEWS_07629,4
NEWS_07630,1
NEWS_07631,1
NEWS_07632,5
NEWS_07633,1
NEWS_07634,3
NEWS_07635,4
NEWS_07636,1
NEWS_07637,1
NEWS_07638,1
NEWS_07639,1
NEWS_07640,4
NEWS_07641,1
NEWS_07642,2
NEWS_07643,3
NEWS_07644,0
NEWS_07645,0
NEWS_07646,3
NEWS_07647,5
NEWS_07648,4
NEWS_07649,4
NEWS_07650,1
NEWS_07651,5
NEWS_07652,5
NEWS_07653,0
NEWS_07654,5
NEWS_07655,3
NEWS_07656,3
NEWS_07657,4
NEWS_07658,5
NEWS_07659,5
NEWS_07660,1
NEWS_07661,1
NEWS_07662,4
NEWS_07663,5
NEWS_07664,5
NEWS_07665,4
NEWS_07666,1
NEWS_07667,3
NEWS_07668,2
NEWS_07669,4
NEWS_07670,3
NEWS_07671,1
NEWS_07672,4
NEWS_07673,3
NEWS_07674,4
NEWS_07675,2
NEWS_07676,0
NEWS_07677,4
NEWS_07678,4
NEWS_07679,3
NEWS_07680,3
NEWS_07681,1
NEWS_07682,3
NEWS_07683,1
NEWS_07684,1
NEWS_07685,1
NEWS_07686,1
NEWS_07687,1
NEWS_07688,3
NEWS_07689,4
NEWS_07690,2
NEWS_07691,1
NEWS_07692,3
NEWS_07693,5
NEWS_07694,1
NEWS_07695,3
NEWS_07696,5
NEWS_07697,2
NEWS_07698,4
NEWS_07699,0
NEWS_07700,1
NEWS_07701,4
NEWS_07702,2
NEWS_07703,0
NEWS_07704,3
NEWS_07705,4
NEWS_07706,4
NEWS_07707,5
NEWS_07708,1
NEWS_07709,4
NEWS_07710,1
NEWS_07711,5
NEWS_07712,1
NEWS_07713,0
NEWS_07714,5
NEWS_07715,4
NEWS_07716,3
NEWS_07717,4
NEWS_07718,4
NEWS_07719,1
NEWS_07720,4
NEWS_07721,4
NEWS_07722,2
NEWS_07723,1
NEWS_07724,5
NEWS_07725,1
NEWS_07726,5
NEWS_07727,3
NEWS_07728,5
NEWS_07729,3
NEWS_07730,1
NEWS_07731,1
NEWS_07732,3
NEWS_07733,3
NEWS_07734,4
NEWS_07735,3
NEWS_07736,2
NEWS_07737,3
NEWS_07738,3
NEWS_07739,2
NEWS_07740,5
NEWS_07741,4
NEWS_07742,1
NEWS_07743,1
NEWS_07744,4
NEWS_07745,3
NEWS_07746,4
NEWS_07747,3
NEWS_07748,3
NEWS_07749,0
NEWS_07750,2
NEWS_07751,4
NEWS_07752,0
NEWS_07753,4
NEWS_07754,2
NEWS_07755,1
NEWS_07756,4
NEWS_07757,0
NEWS_07758,1
NEWS_07759,3
NEWS_07760,0
NEWS_07761,4
NEWS_07762,5
NEWS_07763,5
NEWS_07764,1
NEWS_07765,1
NEWS_07766,5
NEWS_07767,1
NEWS_07768,5
NEWS_07769,3
NEWS_07770,1
NEWS_07771,3
NEWS_07772,0
NEWS_07773,0
NEWS_07774,2
NEWS_07775,2
NEWS_07776,2
NEWS_07777,1
NEWS_07778,2
NEWS_07779,3
NEWS_07780,2
NEWS_07781,1
NEWS_07782,4
NEWS_07783,1
NEWS_07784,3
NEWS_07785,3
NEWS_07786,1
NEWS_07787,4
NEWS_07788,1
NEWS_07789,3
NEWS_07790,2
NEWS_07791,5
NEWS_07792,1
NEWS_07793,3
NEWS_07794,0
NEWS_07795,2
NEWS_07796,4
NEWS_07797,2
NEWS_07798,4
NEWS_07799,2
NEWS_07800,4
NEWS_07801,2
NEWS_07802,1
NEWS_07803,5
NEWS_07804,5
NEWS_07805,3
NEWS_07806,4
NEWS_07807,1
NEWS_07808,1
NEWS_07809,4
NEWS_07810,3
NEWS_07811,1
NEWS_07812,4
NEWS_07813,4
NEWS_07814,3
NEWS_07815,3
NEWS_07816,1
NEWS_07817,1
NEWS_07818,4
NEWS_07819,4
NEWS_07820,5
NEWS_07821,2
NEWS_07822,4
NEWS_07823,4
NEWS_07824,3
NEWS_07825,1
NEWS_07826,4
NEWS_07827,4
NEWS_07828,4
NEWS_07829,3
NEWS_07830,5
NEWS_07831,0
NEWS_07832,3
NEWS_07833,4
NEWS_07834,2
NEWS_07835,5
NEWS_07836,3
NEWS_07837,3
NEWS_07838,3
NEWS_07839,4
NEWS_07840,5
NEWS_07841,2
NEWS_07842,1
NEWS_07843,1
NEWS_07844,2
NEWS_07845,3
NEWS_07846,0
NEWS_07847,5
NEWS_07848,1
NEWS_07849,1
NEWS_07850,4
NEWS_07851,3
NEWS_07852,5
NEWS_07853,5
NEWS_07854,5
NEWS_07855,4
NEWS_07856,4
NEWS_07857,1
NEWS_07858,1
NEWS_07859,5
NEWS_07860,2
NEWS_07861,5
NEWS_07862,1
NEWS_07863,2
NEWS_07864,0
NEWS_07865,4
NEWS_07866,3
NEWS_07867,5
NEWS_07868,5
NEWS_07869,1
NEWS_07870,4
NEWS_07871,1
NEWS_07872,2
NEWS_07873,4
NEWS_07874,2
NEWS_07875,5
NEWS_07876,2
NEWS_07877,4
NEWS_07878,5
NEWS_07879,4
NEWS_07880,4
NEWS_07881,0
NEWS_07882,1
NEWS_07883,2
NEWS_07884,2
NEWS_07885,0
NEWS_07886,3
NEWS_07887,1
NEWS_07888,1
NEWS_07889,3
NEWS_07890,3
NEWS_07891,1
NEWS_07892,2
NEWS_07893,4
NEWS_07894,1
NEWS_07895,4
NEWS_07896,1
NEWS_07897,2
NEWS_07898,1
NEWS_07899,3
NEWS_07900,2
NEWS_07901,4
NEWS_07902,5
NEWS_07903,1
NEWS_07904,3
NEWS_07905,4
NEWS_07906,3
NEWS_07907,1
NEWS_07908,2
NEWS_07909,3
NEWS_07910,4
NEWS_07911,4
NEWS_07912,4
NEWS_07913,1
NEWS_07914,1
NEWS_07915,4
NEWS_07916,3
NEWS_07917,2
NEWS_07918,1
NEWS_07919,3
NEWS_07920,5
NEWS_07921,3
NEWS_07922,5
NEWS_07923,2
NEWS_07924,4
NEWS_07925,0
NEWS_07926,3
NEWS_07927,1
NEWS_07928,1
NEWS_07929,3
NEWS_07930,5
NEWS_07931,5
NEWS_07932,5
NEWS_07933,3
NEWS_07934,1
NEWS_07935,1
NEWS_07936,2
NEWS_07937,2
NEWS_07938,1
NEWS_07939,4
NEWS_07940,1
NEWS_07941,1
NEWS_07942,2
NEWS_07943,0
NEWS_07944,2
NEWS_07945,5
NEWS_07946,1
NEWS_07947,1
NEWS_07948,0
NEWS_07949,4
NEWS_07950,1
NEWS_07951,0
NEWS_07952,2
NEWS_07953,0
NEWS_07954,3
NEWS_07955,2
NEWS_07956,4
NEWS_07957,0
NEWS_07958,1
NEWS_07959,4
NEWS_07960,3
NEWS_07961,1
NEWS_07962,1
NEWS_07963,3
NEWS_07964,3
NEWS_07965,1
NEWS_07966,4
NEWS_07967,4
NEWS_07968,3
NEWS_07969,3
NEWS_07970,1
NEWS_07971,0
NEWS_07972,4
NEWS_07973,3
NEWS_07974,4
NEWS_07975,0
NEWS_07976,2
NEWS_07977,4
NEWS_07978,3
NEWS_07979,4
NEWS_07980,1
NEWS_07981,3
NEWS_07982,3
NEWS_07983,1
NEWS_07984,5
NEWS_07985,2
NEWS_07986,2
NEWS_07987,1
NEWS_07988,1
NEWS_07989,4
NEWS_07990,2
NEWS_07991,2
NEWS_07992,0
NEWS_07993,3
NEWS_07994,0
NEWS_07995,5
NEWS_07996,3
NEWS_07997,5
NEWS_07998,1
NEWS_07999,1
NEWS_08000,1
NEWS_08001,3
NEWS_08002,3
NEWS_08003,0
NEWS_08004,5
NEWS_08005,4
NEWS_08006,3
NEWS_08007,0
NEWS_08008,5
NEWS_08009,0
NEWS_08010,3
NEWS_08011,2
NEWS_08012,3
NEWS_08013,4
NEWS_08014,2
NEWS_08015,3
NEWS_08016,2
NEWS_08017,1
NEWS_08018,0
NEWS_08019,1
NEWS_08020,5
NEWS_08021,3
NEWS_08022,3
NEWS_08023,4
NEWS_08024,5
NEWS_08025,3
NEWS_08026,1
NEWS_08027,4
NEWS_08028,4
NEWS_08029,3
NEWS_08030,2
NEWS_08031,1
NEWS_08032,3
NEWS_08033,4
NEWS_08034,3
NEWS_08035,1
NEWS_08036,4
NEWS_08037,3
NEWS_08038,1
NEWS_08039,3
NEWS_08040,1
NEWS_08041,2
NEWS_08042,3
NEWS_08043,4
NEWS_08044,0
NEWS_08045,5
NEWS_08046,1
NEWS_08047,0
NEWS_08048,1
NEWS_08049,5
NEWS_08050,1
NEWS_08051,1
NEWS_08052,0
NEWS_08053,5
NEWS_08054,3
NEWS_08055,2
NEWS_08056,0
NEWS_08057,0
NEWS_08058,5
NEWS_08059,1
NEWS_08060,0
NEWS_08061,0
NEWS_08062,1
NEWS_08063,1
NEWS_08064,1
NEWS_08065,4
NEWS_08066,3
NEWS_08067,2
NEWS_08068,0
NEWS_08069,5
NEWS_08070,4
NEWS_08071,5
NEWS_08072,3
NEWS_08073,0
NEWS_08074,4
NEWS_08075,5
NEWS_08076,4
NEWS_08077,2
NEWS_08078,3
NEWS_08079,2
NEWS_08080,2
NEWS_08081,5
NEWS_08082,4
NEWS_08083,3
NEWS_08084,0
NEWS_08085,1
NEWS_08086,4
NEWS_08087,0
NEWS_08088,2
NEWS_08089,0
NEWS_08090,2
NEWS_08091,0
NEWS_08092,4
NEWS_08093,2
NEWS_08094,2
NEWS_08095,4
NEWS_08096,1
NEWS_08097,3
NEWS_08098,1
NEWS_08099,1
NEWS_08100,5
NEWS_08101,2
NEWS_08102,3
NEWS_08103,5
NEWS_08104,1
NEWS_08105,4
NEWS_08106,1
NEWS_08107,5
NEWS_08108,2
NEWS_08109,5
NEWS_08110,4
NEWS_08111,3
NEWS_08112,3
NEWS_08113,0
NEWS_08114,0
NEWS_08115,2
NEWS_08116,4
NEWS_08117,0
NEWS_08118,3
NEWS_08119,5
NEWS_08120,4
NEWS_08121,3
NEWS_08122,1
NEWS_08123,0
NEWS_08124,5
NEWS_08125,4
NEWS_08126,5
NEWS_08127,1
NEWS_08128,2
NEWS_08129,4
NEWS_08130,1
NEWS_08131,1
NEWS_08132,2
NEWS_08133,3
NEWS_08134,4
NEWS_08135,3
NEWS_08136,4
NEWS_08137,4
NEWS_08138,4
NEWS_08139,4
NEWS_08140,3
NEWS_08141,3
NEWS_08142,5
NEWS_08143,4
NEWS_08144,3
NEWS_08145,4
NEWS_08146,3
NEWS_08147,5
NEWS_08148,5
NEWS_08149,1
NEWS_08150,4
NEWS_08151,2
NEWS_08152,4
NEWS_08153,3
NEWS_08154,3
NEWS_08155,3
NEWS_08156,4
NEWS_08157,0
NEWS_08158,1
NEWS_08159,4
NEWS_08160,4
NEWS_08161,1
NEWS_08162,5
NEWS_08163,4
NEWS_08164,5
