id,title,contents,category
NEWS_00147,Quentin Tarantino Clarifies Police Brutality Comments On 'Real Time With Bill Maher' authors,They're implying that I meant that all cops are murderers and I wasn't.,1
NEWS_00148,ABC Poll Puts Bush 4 Points Ahead of Kerry (Reuters),"Reuters - President Bush held on to a slim\lead in an ABC News poll released on Sunday, getting 50 percent\of the vote against 46 percent of likely voters who supported\his opponent, Sen. John Kerry.",2
NEWS_00149,Uranus photos reveal planet in flux,"Uranus is not the static, boring orb once thought, new pictures of the planet by the Keck II telescope in Hawaii reveal. The sharpest photos ever of the planet from a ground-based telescope show storm clouds",4
NEWS_00150,Bush #39;s Re-election Is Likely to Foster US-China Ties,"PACIFIC NEWS SERVICE EDITOR #39;S NOTE: The economies of the US and China are simply too intertwined for the United States to support Taiwanese calls for independence, writes PNS contributor George Koo, an international business consultant and frequent",2
NEWS_00151,Lindsey Graham,//www.huffingtonpost.com/entry/lindsey-graham-syria_n_5665831.html short_description,2
NEWS_00152,Sudan expels British charity head,The head of Save the Children in Sudan has been expelled from the country over claims that the charity breached Sudanese law by claiming warplanes dropped bombs near an aid centre in Darfur.,5
NEWS_00153,Elizabeth Warren And Joe Biden Used To Battle Over Economic Inequality authors,Biden met with Warren this week as he explores a presidential bid.,2
NEWS_00154,=== Lewis grabs two-shot lead with scorching 62 ===,"Lake Buena Vista, FL (Sports Network) - JL Lewis fired a 10-under-par 62 Thursday to take a two-shot lead after the opening round of the FUNAI Classic at Walt Disney Resort.",3
NEWS_00155,Crushing the Little Guys (Forbes.com),"Forbes.com - In 1999 a wave of novice broadcasters tried to start several thousand new ""low-power"" FM radio stations, fledgling outfits that would fill gaps in the FM radio band. One group sought a license to air Baptist homilies in Connecticut, another for jazz in Oklahoma, another for Vietnamese talk shows in Minnesota.",0
NEWS_00156,Sri Lankan Tamil rebels to resume talks conditionally,"A senior leader of Sri Lanka #39;s rebel Liberation Tigers of Tamil Eelam (LTTE) said it is ready to resume peace talks with the government if its self-rule proposal gets a positive response, a local newspaper reported Sunday.",5
NEWS_00157,Move to Stop Voyeurs Mis-Using Camera Phones,"Mobile phone makers need to protect people from peeping toms and blackmailers who use built-in cameras to take secret pictures, campaigners said today.",4
NEWS_00158,Letters show Mandela as man of beneficence (Chicago Tribune),"Chicago Tribune - In the 1980s, while in jail on Robben Island, Nelson Mandela wrote a letter to the wife of one of his prison guards. In it, he said he respected her husband, Christo Brand, as a man of integrity. But he was concerned that Brand, an Afrikaner, didn't understand the value of education.",5
NEWS_00159,How 'Star Wars' Saved My Life authors,Star Wars gave me destiny.,1
NEWS_00160,Hackers work out SP2 JPEG virus,"AS WE PREDICTED last week after a weekend free time, hackers have come up with a method of exploiting the latest hole in Microsoft Windows.",4
NEWS_00161,NYSE probing late trading for price manipulation,New York Stock Exchange regulators said on Thursday they are investigating firms that send in trades in the last seconds of the day designed to manipulate the final price of shares at the closing bell.,0
NEWS_00162,Strategy guides are as hot as video games (USATODAY.com),"USATODAY.com - Video games are so popular that even books about them are selling well. Hint-filled strategy guides now can sell more than 1 million copies, and long-awaited games are being given the kind of ""making of"" treatment typically bestowed on blockbuster movies.",4
NEWS_00163,SCO Web site attacked again,"SCO, the ever-popular Unix company, has come under attack from hackers once again. This time they have replaced the front page of SCO #39;s Web site with their own version that parodies SCO #39;s legal battles over Linux.",4
NEWS_00164,Montreal Expos to Become the Nationals With Move to Washington,"The Expos would become the Nationals with a move to Washington next season and wear red, white and blue uniforms, Major League Baseball and team officials said during a press conference.",3
NEWS_00165,F1: Move put on hold,"Jenson Button is still planning a return to Williams despite being told yesterday he cannot drive for them in 2005. Button had wanted to return to Williams, where he started his Formula One",3
NEWS_00166,Fierce clashes in Somali regions,"Fighting erupts between forces of the self-declared Somaliland republic and those of Puntland, an autonomous region of Somalia.",5
NEWS_00167,Justin Bieber Makes Creepy Joke About Underage Girls authors,Fail.,1
NEWS_00168,Candidates paint two incomplete views on foreign policy,"Few topics paint a starker difference between George W. Bush and John F. Kerry than US foreign policy. Bush, a man who rarely traveled outside",2
NEWS_00169,"Deutsche Bank Says It #39;s Not in Talks With Glazer, Denies Report","Deutsche Bank AG said it #39;s not in talks with US billionaire Malcolm Glazer about financing a possible bid for Manchester United Plc, denying a newspaper report earlier today.",0
NEWS_00170,Siemens wins major BBC contract,A subsidiary of the German engineering giant Siemens has landed a 2.7bn euros outsourcing contract with the British Broadcasting Corporation (BBC).,0
NEWS_00171,Arkansas Says Same-Sex Parents Can Now Be Listed On Birth Certificates authors,Health officials are defying the attorney general's recommendations.,2
NEWS_00172,'Argo' Beaten At Box Office By 'Taken 2' Comes In At No. 2 With $20.1 Million authors,Argo the Affleck awards vehicle and highly acclaimed political thriller following the true story of six Americans hiding,1
NEWS_00173,These Are The People Trump Is Recruiting To Stop Hillary From 'Rigging' The Election authors,There are concerns not every volunteer will realize there are limitations on what they are and arenu2019t allowed to do.,2
NEWS_00174,"Three Car Bombs Explode Across Iraq, Killing at Least 26",The horrific day of carnage demonstrated the effortlessness with which insurgents are striking in the hearts of major cities.,5
NEWS_00175,Finalists Named for O'Brien Award,"FORT WORTH, Texas (Sports Network) - Oklahoma quarterback  Jason White was one of three finalists announced Tuesday for  the Davey O'Brien Award as the nation's top quarterback.",3
NEWS_00176,Right to roam maps published,The first maps detailing the  #39;right to roam #39; on privately owned land are being published on Sunday. The Countryside Agency will be printing open access maps for the whole of England over the course of the next 15 months.,5
NEWS_00177,Experts Optimistic About Shuttle Flight,"A group of experts convened by NASA said yesterday that the space shuttle would likely be ready to fly by the currently planned launch date in May or June, but it cautioned that efforts to",4
NEWS_00178,Dell to open new PC plant in United States,"Company set to announce plan to build stateside factory, CEO Kevin Rollins says in wide-ranging interview with CNET News.com.",4
NEWS_00179,QB controversy? Give Bowden few minutes,Florida State coach Bobby Bowden didn #39;t play along when asked after Saturday #39;s game if there is a quarterback controversy brewing in Tallahassee.,3
NEWS_00180,TENNIS NOTEBOOK US team hopes to be more than clay pigeon in Spain,"The last time the United States entered a Davis Cup tie as a bigger underdog than it is this week was, come to think of it, the last time the Yanks were made to go to Spain.",3
NEWS_00181,Republicans Think Today's GOPers Are Less Conservative Than Reagan authors,Many don't see an obvious successor to the former president among the 2016 contenders.,2
NEWS_00182,Shi #39;ites Bombed as Iraq Poll Campaign Begins,A bomb near a Shi #39;ite shrine killed eight people and a fierce attack on Iran by a minister fueled fears of sectarian strife when campaigning began on Wednesday for,5
NEWS_00183,Boston Scientific #39;s Taxus Sales Rebounded in August (Update2),"Boston Scientific Corp., the world #39;s largest maker of heart stents, said US sales of its top-selling Taxus device recovered in August after three recalls led some doctors to stop using the product.",0
NEWS_00184,"Huskies face history against Cal, Tedford",The Husky football team can accomplish something Saturday that only two other squads in the school #39;s 115-year football history has done -- lose nine games.,3
NEWS_00185,Seth Rogen Takes Down Donald Trump In Donald Trump Jr.'s DMs authors,Are you aware your father has been accused of sexual harassment?,2
NEWS_00186,Join HuffPost To Talk About The CNBC Republican Debate authors,We'll watch the debate so you don't have to.,2
NEWS_00187,Nepal capital under curfew for 3rd day; violators ordered to be &lt;b&gt;...&lt;/b&gt;,"A shoot-on-sight curfew imposed to prevent riots and violent protests over the killing of 12 Nepalese workers in Iraq entered its third day Friday, while officials said they were trying to recover the bodies of the slain hostages.",5
NEWS_00188,Arthritis Drug Vioxx Is Taken Off Market,"The decision by Merck   Co. came after a study confirmed simmering concerns that it significantly raises the risk of heart attack and stroke. More than 2 million people take Vioxx worldwide, making this the largest voluntary drug recall in history.",0
NEWS_00189,Consider Spain a Davis Cup certainty,"Spain can be backed at 1-3 (Skybet and Sporting Odds) to make home advantage count and claim their second Davis Cup title by beating the United States at the Olympic Stadium in Seville, starting on Friday.",3
NEWS_00190,China to lead recovey in air travel industry,"Geneva - China is expected to be the world #39;s fastest-growing market for air travel as the world #39;s airlines look for global growth in passenger traffic of 6 percent annually over the next four years, the top industry body said on Wednesday.",0
NEWS_00191,"Sprint, Nextel exploring merger; 40 million subscribers involved","Nextel Communications and Sprint are negotiating a possible merger, according to a source familiar with the discussions. It was not clear how far the talks had progressed, and",0
NEWS_00192,James pounds Pistons,"If LeBron James was sending a post-Olympics message to Larry Brown, he wouldn #39;t admit it. Perhaps trying to prove Brown was wrong to bench him in Greece, James scored a career-high 43 points to lead the Cleveland",3
NEWS_00193,"Science prize celebrates fish flatulence, hula hoops","That #39;s assuming the Scottish Association for Marine Science is correct in its conclusion that the tiny fish communicate via strategic gas releases, one of the scientific breakthroughs recognized in the 2004  quot;Ig Nobel quot; Prizes.",1
NEWS_00194,How Unions Are Helping Fix America's Problems authors,One year into the Trump presidency and the sense that u201cthe system is riggedu201d endures. A new Washington Post poll finds that,2
NEWS_00195,Monday's Morning Email,//www.huffingtonpost.com/entry/mondays-morning-email-what-to-watch-for-in-tonights-presidential-debate_us_57e908fbe4b08d73b8321f2e short_description,0
NEWS_00196,Qantas Not Lifting Fuel Surcharge On Tickets - CEO,"SINGAPORE (Dow Jones)--Qantas Airways Ltd. (QAN.AU) isn #39;t ready to lower the fuel surcharge on its tickets although oil prices have retreated from highs, the Australian airline #39;s chief executive Geoff Dixon said Monday.",0
NEWS_00197,Rhode Island Senator to Stay Republican (AP),"AP - Republican Sen. Lincoln Chafee, who flirted with changing political parties in the wake of President Bush's re-election victory, says he will stay in the GOP.",2
NEWS_00198,Is Microsoft taking dead aim at Linux?,"This fourth priority #39;s main focus has been enterprise directories for several months, but for many IT managers, ERP (enterprise resource planning) and open source initiatives are on the horizon.",4
NEWS_00199,Theater,https,1
NEWS_00200,Ask Vic: Philly #39;s pass-happy philosophy,"The Eagles have a shifty back with a nose for the end zone in Brian Westbrook, but it seems like they pass on every down, even when they #39;re up big.",3
NEWS_00201,Kremlin Reasserts Hold on Russia's Oil and Gas,A judge in Houston tried to temporarily halt Russia's planned auction of the most profitable unit of oil giant Yukos.,0
NEWS_00202,Abductions in Iraq catch Nepal government off guard,"Grappling with a blockade called by Maoist rebels and the closure of leading business houses, the Nepal government was caught off guard by reports of the possible abduction of 12 of its nationals in Iraq on Saturday.",5
NEWS_00203,"Musharraf, Singh to discuss Kashmir: spokesman","ISLAMABAD : Pakistan has expressed the confidence that during their meeting in New York, President Pervez Musharraf and Prime Minister Manmohan Singh would focus on Kashmir, review status of the composite dialogue and discuss how to add substance to the",2
NEWS_00204,Corporate tax bill agreement reached,"On Monday, the US Senate reached the deal over long-playing tax bill costing \$136 billion. The deal is expected to allow to vote over the bill of \$136 billion tax breaks, \$14.",0
NEWS_00205,The Ring's the Thing authors,Back in 1977 I was in the office of Cincinnati Stingers owner Bill DeWitt getting ready to sign my contract for the World Hockey Association team. I put down the pen for a moment and told Mr. DeWitt a story.,1
NEWS_00206,U.S. Strikes Al-Zarqawi Network; 16 Dead,"BAGHDAD, Iraq - U.S. warplanes, tanks and artillery repeatedly hit at Abu Musab al-Zarqawi's terror network in the insurgent stronghold of Fallujah on Saturday, while two British Muslim leaders came to Baghdad to try to convince his followers to release a British hostage...",5
NEWS_00207,Gough and Giles prise out India,At last the spell has been broken. After 25 completed matches in 10 months of trying England have won a one-day international by batting first and defending a target.,3
NEWS_00208,Streaming,//www.huffingtonpost.com/entry/s-t-r-e-a-m-i-n-g-tvs-tec_b_5724522.html short_description,4
NEWS_00209,BC High drops Cotter home finale,"For many coaches, their last home game after 41 years on the job would be an emotionally charged event that becomes bigger than the game.",3
NEWS_00210,Online Travel #39;s Narrowing Horizons,"After some four months of waiting for both the Google (GOOG ; ranked hold; recent price: \$108) IPO and our subsequent initiation of coverage on the shares to be completed, I, like many Americans this time of year, am thinking about one thing -- travel.",0
NEWS_00211,Scientists praise Maurice Wilkins,"British scientists and science commentators have paid tribute to the DNA pioneer Maurice Wilkins, who died on Tuesday aged 88. Professor Wilkins, who called himself  quot;the third man of the double helix quot;, helped",4
NEWS_00212,"Kerry Mocks Bush's War Leadership, Says Few Follow (Reuters)","Reuters - Democratic challenger John\Kerry, portrayed by Republicans as unfit to be commander in\chief, scoffed at President Bush's own wartime leadership on\Wednesday and urged his rival: ""Look behind you, there's hardly\anyone there.""",2
NEWS_00213,Novell intensifies government talk,"Johannesburg, 15 September 2004 - Microsoft has suffered well-publicised losses to Novell SUSE Linux in the Norwegian city of Bergen and other local governments dotted across the globe, in what Novell staffers hope is the start of sales momentum for its",4
NEWS_00214,"China Mine Blast Kills 62, Hope for Survivors Fade (Reuters)","Reuters - Rescue teams tried to reach 86 trapped\miners on Friday after one of China's worst mine disasters in\years killed at least 62 people, prompting calls for action by\the president, state media said.",5
NEWS_00215,Apple iTunes UK suffers snags,Some Macworld Online readers have experienced problems using the UK iTunes Music Store in recent days. Letters received by Macworld confirm multiple instances in which users trying to access,4
NEWS_00216,"Evolution, as told by the louse",NEW YORK A spectator with an especially intimate view of human evolution is beginning to tell its story and has so far divulged two quite unexpected findings.,4
NEWS_00217,Texas Instruments is unconvinced WiMax will replace DSL,"Despite all of the hype surrounding WiMax, chip maker Texas Instruments Inc. remains unconvinced the technology will revolutionize the way that broadband Internet services are delivered to homes and offices, according to a company executive.",4
NEWS_00218,Serenity Gathering 2015 authors,Though seemingly disorganized Serenity Gathering managed to put together a beautiful festival in spite of oversold tickets and overworked staff. From the eyes of attendees it was nothing but beautiful music art performances and oak trees.,1
NEWS_00219,White House,//www.huffingtonpost.com/entry/john-kelly-women-swearing_us_5ae781f0e4b055fd7fced115 short_description,2
NEWS_00220,Cricket-Lara forced off after being hit by Shoaib,"Cricket-Pakistan crumble to West Indies 09-22-2004, 13:18 SOUTHAMPTON, England (AFP) - Pakistan had a morning to regret after Inzamam-Ul-Haq had won the toss, chosen to bat in overcast conditions and then seen his side shot out by the West Indies for",3
NEWS_00221,Spectre 1 iMac Look Eerily Similar,//www.huffingtonpost.com/entry/spectre-1-imac-hp-apple_us_5bb3579ae4b0fa920b96b6fd short_description,4
NEWS_00222,George Clooney Calls Out Donald Trump For Being The Real 'Hollywood Elitist' authors,He collects $120000 a year in his Screen Actors Guild pension fund said Clooney.,1
NEWS_00223,Update 1: ASEAN Economic Ministers Work on Community,Economic ministers from the 10-member Association of Southeast Asian Nations agreed Friday to liberalize 10 sectors as a first step toward the creation by 2020 of a regional economic community akin to the European Union.,0
NEWS_00224,Yet Another GOP-Run State Introduces Anti-Protest Bill And This One Targets Students authors,The Wisconsin state GOP is pushing a bill that could see students expelled for disrupting speeches.,2
NEWS_00225,Bryan twins put US in Davis Cup final,"Charleston, SC (Sports Network) - Bob and Mike Bryan teamed-up for a doubles win over Belarus on Saturday to clinch a spot in the Davis Cup final for the United States for the first time in seven years.",3
NEWS_00226,Georgia at Auburn,"The debate stoked by Southern football fans all summer long seems fairly hilarious now. The question -- you remember it -- was, which will be the better conference, the SEC or the new ACC?",3
NEWS_00227,"Bird Flu Is Back, Raising Fear of Spread Among Humans",A case of avian influenza that killed an 11-month-old girl in Vietnam this month has alarmed health officials around the world.,5
NEWS_00228,Get Your Free Credit Report,I #39;ve heard that some people will now have free access to their credit reports. How do I get mine? Whether or not you can get a free credit report depends on where you live.,0
NEWS_00229,China's Hu Moves to Further Consolidate Power (Reuters),"Reuters - China's Communist Party chief, Hu\Jintao, pulled a close political ally out of a problem-plagued\province Monday in an apparent further consolidation of power\after assuming the top job in the military in September.",2
NEWS_00230,Would Donald Trump's Own Surrogates Accept The Legitimacy Of A Trump Win? authors,After all their talk of rigged votes it's a surprisingly difficult question to answer.,2
NEWS_00231,Trump Hits Puerto Rico For 'Broken Infrastructure & Massive Debt' authors,President claims the island is doing well with food water and medical needs.,2
NEWS_00232,PeopleSoft executive Gupta departs,"Ram Gupta, who was an executive vice president, leaves the company after a four-year stint. PeopleSoft is mum on the details.",0
NEWS_00233,Democrats Score Special Election Upset In Wisconsin GOP Stronghold authors,Donald Trump won the 10th Senate District in Wisconsin handily in 2016.,2
NEWS_00234,Snow says strong dollar  quot;foundation quot; of US policy,"WASHINGTON (AFP) - US Treasury Secretary John Snow said a strong dollar is the  quot;rock solid foundation quot; of US policy, but its value is best set in open currency markets.",0
NEWS_00235,NHL is on thin ice,"There was plenty of rejection to go around yesterday. First, the National Hockey League owners -- via commissioner Gary Bettman -- voted a unanimous thumbs down on the Players Association's extensive proposal put forth last Thursday. Then, the NHLPA said thanks but no thanks to the league's counterproposal, which predictably included what the union said it would never ...",3
NEWS_00236,Eriksson warns Owen over England place,England coach Sven-Goran Eriksson says striker Michael Owen must prove in training next week that he deserves to face Wales in a World Cup qualifier -- or risk losing his place.,3
NEWS_00237,Last Rites Sounded for Life-Changing Video Format,"LONDON (Reuters) - It changed the lifestyles of a  generation but after a lingering death, the last rites have  been sounded for the revolutionary VHS home video format.",4
NEWS_00238,Report urging manned Hubble mission praised,Colorado astronomers hailed a National Academy of Sciences report Wednesday that urges NASA to send shuttle astronauts - not a robot - to save the aging Hubble Space Telescope.,4
NEWS_00239,US Officials Differ on Strength of Iran Nuke Claim,"VIENNA (Reuters) - A senior U.S. official said on Thursday  that satellite images of a suspected nuclear site in Iran  demonstrated its intention to develop atomic weapons, but other  U.S. officials questioned the strength of the claim.",2
NEWS_00240,Hamm Defends Gold Medal in Court,Olympic gymnastics champion Paul Hamm has appeared before the Court of Arbitration for Sport in Lausanne in a bid to retain the gold medal he won in the mens all-round competition in Athens.,3
NEWS_00241,Group Challenges Banknorth-TD Bank Merger (AP),AP - A consumer advocacy group in New York is objecting to Banknorth Group Inc.'s proposed  #36;3.8 billion merger with Toronto-based TD Bank Financial Group because it says Banknorth underserves minority and low-income consumers.,0
NEWS_00242,NBA Today (AP),AP - New Jersey at Cleveland (7 p.m. EST). The Central Division-leading Cavaliers are 7-3 in their last 10 games.,3
NEWS_00243,Likely retail  #39;third force #39; to chew over,"THERE #39;S a sense of deja vu about the Metcash takeover offer for Western Australia-based Foodland Associated, because if Andrew Reitzer and his management team can pull it off it may finally create a competitive national  quot;third force quot; in retailing to take",0
NEWS_00244,DreamWorks Animation delays release of Shrek 3 by six months,"DreamWorks Animation SKG Inc., the studio behind the animated hit Shrek 2, said Wednesday that Shrek 3 will be released six months later than previously scheduled as the result in a shift in marketing strategy.",1
NEWS_00245,Ballmer Visits New Campus in India,"Microsoft is also preparing to begin construction of a second building on the campus, spokeswoman Tami Begasse said yesterday. But the company hasn #39;t yet decided whether it will proceed with the third and final building on the 42-acre Hyderabad site.",0
NEWS_00246,Talks amid food fight,"NATIONAL Foods, which is fighting off a \$1.6 billion takeover bid by New Zealand dairy giant Fonterra, said yesterday it had been in talks with food ingredients group Burns, Philp and Co during the past six months.",0
NEWS_00247,"China will target 800 missiles at us, says Taiwan","TAIPEI - China is likely to have 800 ballistic missiles targeting Taiwan before the end of 2006, Taipei #39;s defence minister said yesterday as he pressed the case for an US\$18-billion (\$30.",5
NEWS_00248,Astros decline option on Kent,"Craig Biggio will return for 2005 with the Houston Astros, but the ballclub decided not to sign Jeff Kent for another season. The local Major League Baseball franchise on Thursday said it picked up an option to bring back Biggio for the 2005 season.",3
NEWS_00249,China tries to shut down phone sex lines in anti-porn campaign (Canadian Press),"Canadian Press - SHANGHAI, China (AP) - China has ordered severe punishment for phone sex operators as part of a sweeping crackdown on electronic pornography, Xinhua News Agency reported Wednesday.",1
NEWS_00250,Trading blows,"When a can of worms is opened, all manner of slimy things crawl out. So it was when the US government fired the first shots in a fusillade against the European Union - by complaining to the World Trade Organisation",3
NEWS_00251,DAILY DIGEST,"With time running out and its future on the line, US Airways will look to the leaders of the pilots union to do Wednesday what the union #39;s negotiators refused to do over the weekend: accept the airline #39;s demand for \$295 million in pay and benefit cuts.",0
NEWS_00252,Police arrest phishing mob suspect,"A suspected Russian gangster and phisherman, caught red-handed with \$200,000 worth of stolen goods and \$15,000 cash, has been charged in the US on several counts of identity and credit card fraud.",2
NEWS_00253,Yankees acquire new leadoff man,"The Yankees have found a new leadoff man, signing free-agent second baseman Tony Womack to a two-year contract, Sporting News has learned.",3
NEWS_00254,Apple tangles with owner of itunes.co.uk (MacCentral),"MacCentral - U.K.-based Internet entrepreneur Benjamin Cohen says that he got an unexpected shock last month after he checked his voicemail and heard a lawyer representing Apple Computer Inc. telling him to hand over his Web site domain, itunes.co.uk. Apple alleges that Cohen's CyberBritain Holdings Ltd is a ""cybersquatter"" just sitting on the domain hoping for a big settlement; Cohen denies the allegation.",4
NEWS_00255,Surgeons 'rebuild' patient's face,"Surgeons carry out the first full face reconstruction, including the nose, using a single flap of skin.",4
NEWS_00256,Parts of Ariz. Border Crackdown Continue (AP),"AP - A government crackdown on illegal immigration in southern Arizona will continue beyond Sept. 30, the day the initiative was supposed to wrap up, a top Homeland Security official said Tuesday.",5
NEWS_00257,Translation Device Assists Minn. Police (AP),"AP - Burnsville police have begun using an electronic device that translates English into 15 languages in just a few seconds, hoping to save time when questioning the city's Somali, Spanish, Russian and Southeast Asian communities.",2
NEWS_00258,Sun Micro Aims to Woo Banking Customers (Reuters),"Reuters - Sun Microsystems Inc.  is\staging its first press and customer event in New York on\Tuesday in three years to roll out new products and woo\customers in the banking industry, one of the network computer\maker's most important markets.",0
NEWS_00259,US rules out joining Kyoto treaty,The US tells a UN conference on climate change it has no intention of joining the Kyoto Protocol in the near future.,2
NEWS_00260,New Zealand beat Bangladesh by 138 runs in one-dayer,"Cricket-Australia a tough test for Pakistan batsmen, says coach November 2, 2004 09:14:15 KARACHI, Nov 2 (Reuters) - Pakistan #39;s batsmen will need to be mentally tough in Australia this month to combat the likes of Glenn McGrath and Jason Gillespie",3
NEWS_00261,Hendrick airplane was on way to Martinsville race,"MARTINSVILLE, Va. -- A plane carrying members of the Hendrick Motorsports organization crashed Sunday afternoon on its way to NASCAR #39;s Nextel Cup race at Martinsville Speedway, NASCAR officials confirmed.",3
NEWS_00262,Reince Priebus,//www.huffingtonpost.com/entry/reince-priebus-trump-wont-meddle-social-security-and-medicare_us_58739d63e4b099cdb0fe4047 short_description,2
NEWS_00263,Sluman leads Chrysler Championship after record 62,"Palm Harbor, FL (Sports Network) - Jeff Sluman fired a course-record, nine- under-par 62 on Thursday to take the first-round lead at the Chrysler Championship.",3
NEWS_00264,Darfur conditions worsen,"rebels struggle to make headway in talks aiming to ease the conflict in the Darfur region. sanctions on Sudan, by saying Moscow opposed sanctions.",5
NEWS_00265,Blockbuster Atlantic Hurricane Season Closes (Reuters),"Reuters - Everything about the Atlantic hurricane\season was big -- lots of powerful storms that spawned hundreds\of deadly tornadoes, many deaths, an unprecedented onslaught on\Florida, a huge damage toll and millions evacuated.",5
NEWS_00266,Europe Looks to Rout U.S. Without Monty (AP),AP - Nobody is more responsible than Colin Montgomerie for Europe's surge to supremacy in the Ryder Cup. That didn't keep him in the lineup Saturday with the Europeans on the verge of a rout.,3
NEWS_00267,Cowboys Not Winners Any More for Parcells (AP),"AP - For the first time since Bill Parcells lost his Dallas debut in 2003, the Cowboys have a losing record.",3
NEWS_00268,Indo-Pak thaw: a little chill sets in,"NEW DELHI, NOVEMBER 19: As the visit of Pakistani Prime Minister Shaukat Aziz to New Delhi nears, both countries are hardening their stands with Pak President Pervez Musharraf telling AFP today that he was not encouraged by signals from India.",5
NEWS_00269,Steve Bannon Tries To Mend Ties With Trump After Trump All But Erases Him authors,In his first comments since the White House distanced itself from him Wednesday Trump's former chief strategist said he supports the president day in and day out.,2
NEWS_00270,Bourque inducted into NHL Hall of Fame,Former Boston Bruin great Ray Bourque entered the Hockey Hall of Fame Monday. Not bad for a kid who just wanted to make a good impression as rookie in 1979.,3
NEWS_00271,Egypt says it has arrested five linked to Sinai terror attacks,"Five Egyptians have been arrested on suspicion of plotting three near simultaneous car bombings of a hotel and resort in the Sinai that killed at least 34 people, including",5
NEWS_00272,"In Athens, the other Olympics","It was a sight the Greeks had never seen: Beneath the ancient temples of the Acropolis, dozens of international visitors maneuvered",3
NEWS_00273,Stormy Daniels' Attorney,//www.huffingtonpost.com/entry/stromy-daniels-incidents-during-trump-presidency_us_5aaca879e4b0337adf83eb6a short_description,2
NEWS_00274,The Women Are Already Killing It On 'Game Of Thrones' This Season As Promised authors,We swear it by the old gods and the new.,1
NEWS_00275,HuffPost Rise,//www.huffingtonpost.com/entry/huffpost-rise-morning-newsbrief-apr-28_us_5721b16fe4b01a5ebde4896f short_description,0
NEWS_00276,Sanpaolo and Dexia in merger talks By Reuters - November 18 2004 &lt;b&gt;...&lt;/b&gt;,"Italian bank Sanpaolo and Dexia, the Franco-Belgian group, confirmed they were in preliminary talks after a report that they were considering a merger to create a major cross-border lender.",0
NEWS_00277,Cendant plans to buy travel website,"CHICAGOTravel and real estate heavyweight Cendant Corp. yesterday said it will buy travel website Orbitz Inc. for about \$1.25 billion (US), making it the second-largest competitor in the online travel industry.",0
NEWS_00278,"Sao Paulo Mayor Suplicy, Lula Ally, Heads for Runoff (Update1)","Sao Paulo Mayor Marta Suplicy, a member of the governing Workers #39; Party, finished second in city elections to Jose Serra, a one-time presidential contender, setting the stage for a runoff",2
NEWS_00279,Media Centers on parade,Brand-name PC makers debut a host of new PCs that feature Microsoft's Media Center 2005 software.,1
NEWS_00280,No. 6 Texas Holding Strong Over Aggies (AP),"AP - Every year before the annual Texas-Texas A amp;M game, Longhorns students, players and coaches gather for the campus 'Hex Rally' to put the voodoo on the Aggies. Recent history bears evidence of some pretty strong magic.",3
NEWS_00281,Manager believes club will remain competitive in 2005,There was a time when Braves manager Bobby Cox didn #39;t have to worry so much during the offseason. Those were the days when the organization #39;s pockets were deep enough to,3
NEWS_00282,Bitterly Cold Winters Less Likely For East Coast authors,//www.climatecentral.org/news/bitter-winters-less-likely-for-east-coast-19646 short_description,4
NEWS_00283,Busy Philipps Consoles Michelle Williams On 10th Anniversary Of Heath Ledger's Death authors,It's OK.,1
NEWS_00284,Stocks Climb on Positive GDP Figure News,"NEW YORK - A sluggish gross domestic product reading was nonetheless better than expected, prompting investors to send stocks slightly higher Friday on hopes that the economic slowdown would not be as bad as first thought.    The 2.8 percent GDP growth in the second quarter, a revision from the 3 percent preliminary figure reported in July, is a far cry from the 4.5 percent growth in the first quarter...",0
NEWS_00285,Judge Is Set to Decide Oracle-PeopleSoft Battle,"The judge who will decide whether to block defenses by PeopleSoft against Oracle #39;s \$7.7 billion hostile tender offer, ended the two-week trial Friday by urging",0
NEWS_00286,A Kentucky Town Aims To Shine Long After The 'Great American Eclipse' authors,The eclipse gave locals something I havenu2019t seen in a long time u2013 if ever u2013 in my hometown.,2
NEWS_00287,"Acrimony, recriminations follow Manchester United victory over &lt;b&gt;...&lt;/b&gt;",That #39;s when Arsenal and Manchester United are set to meet again in the Premier League. The bitter rivalry between the two giants of English soccer grew even nastier after Sunday #39;s 2-0 United victory at Old,3
NEWS_00288,Donald Trump Just Cranked Up The Volume On Immigration authors,Anyone hoping for a kinder gentler GOP nominee can forget it. He's getting worse.,2
NEWS_00289,Business Focus: Infecting the world,"When Alan Greenspan speaks, the markets listen. The 78-year-old chairman of the Federal Reserve Board has had dealers hanging on his every utterance for 17 years, ever since he took the job during the closing months of Ronald Reagans presidency.",0
NEWS_00290,Intel Raises 4th-Quarter Sales Forecast,Intel Corp.'s fourth-quarter sales are on track to break a company record as demand for the chips that power computers was stronger than originally expected in the weeks leading up to the holiday buying season.,0
NEWS_00291,"Tigers 6, White Sox 4","Eric Munson hit a go-ahead, three-run homer in the seventh inning to lead the Detroit Tigers to a 6-4 victory over the Chicago White Sox on Tuesday night.",3
NEWS_00292,Stylish gadgets which have become cultural icons,"WHEN it comes to stylish electronic gadgets, few companies make them like Apple Computer Inc. The Apple Power Book G4 range of professional-standard notebook computers, instantly identifiable",4
NEWS_00293,A Better Solution for Israel,"The hysterical tone of Daniel Seidemann #39;s plea to the next US administration to save Israel from itself serves no useful purpose op-ed, Aug. 26.",2
